0,231.85762773884045
1,227.8657332603154
2,226.4381352087066
3,234.23052496316208
4,248.31363516874504
5,232.50495178035194
6,242.21723774463905
7,238.27100042523824
8,234.39795883080234
9,231.65562226814308
10,220.41660490905826
11,231.03295035309225
12,242.44003793387103
13,247.54558685327282
14,233.67694217256272
15,225.20603345721753
16,234.43770935354308
17,209.38409061396823
18,236.67070751984804
19,241.5077718320145
20,231.025778861578
21,238.6936843944467
22,234.3446118111515
23,232.2313640069313
24,237.99525296202214
25,223.48569996562432
26,236.17177623189122
27,243.81817488462818
28,231.9237892650518
29,238.36007726524554
30,234.580249417134
31,230.91479914672334
32,237.989705074543
33,227.2417625385678
34,231.93595251909292
35,239.9228100286307
36,241.14675107533478
37,230.34303592640342
38,228.19611865520804
39,232.86005296695342
40,234.190243218465
41,226.7094148263034
42,234.9520340012556
43,223.71893379861743
44,225.15488076436196
45,230.3633211892054
46,239.28986464406944
47,236.26238507366966
48,224.67044682335677
49,225.7777856350418
